400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,ycs_bypass,CoefR2Y,CoefG2Y,CoefB2Y,CoefR2Cb,CoefG2Cb,CoefB2Cb,CoefR2Cr,CoefG2Cr,CoefB2Cr,RGB2YCC_cb_offset,RGB2YCC_cr_offset,chro_mode,chro_y_th,chro_th,chro_cutoff_th1,chro_cutoff_th2,chro_a1,chro_a2,chro_lut1,chro_lut2,chro_lut3,chro_lut4,chro_lut5,chro_lut6,chro_lut7,chro_lut8,chro_lut9,chro_lut10,chro_lut11,chro_lut12,chro_lut13,chro_lut14,chro_lut15,lut_ycs_y_1,lut_ycs_y_2,lut_ycs_y_3,lut_ycs_y_4,lut_ycs_y_5,lut_ycs_y_6,lut_ycs_y_7,lut_ycs_y_8,lut_ycs_y_9,lut_ycs_y_10,lut_ycs_y_11,lut_ycs_y_12,lut_ycs_y_13,lut_ycs_y_14,lut_ycs_y_15,lut_ycs_y_16,lut_ycs_y_17,lut_ycs_y_18,lut_ycs_y_19,lut_ycs_y_20,lut_ycs_y_21,lut_ycs_y_22,lut_ycs_y_23,lut_ycs_y_24,lut_ycs_y_25,lut_ycs_y_26,lut_ycs_y_27,lut_ycs_y_28,lut_ycs_y_29,lut_ycs_y_30,lut_ycs_y_31,lut_ycs_y_32,lut_ycs_y_33,lut_ycs_c_1,lut_ycs_c_2,lut_ycs_c_3,lut_ycs_c_4,lut_ycs_c_5,lut_ycs_c_6,lut_ycs_c_7,lut_ycs_c_8,lut_ycs_c_9,lut_ycs_c_10,lut_ycs_c_11,lut_ycs_c_12,lut_ycs_c_13,lut_ycs_c_14,lut_ycs_c_15,lut_ycs_c_16,lut_ycs_c_17,tr_first_tile_width,tr_first_tile_height,out_line_offset,out_line_num,RawHsize,RawVsize,SrcHbase,SrcVbase,SrcHsize,SrcVsize,DestHsize,DestVsize
pattern_00238,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,15,1,255,255,6,6,12,8,9,11,14,5,1,3,10,8,0,8,6,25,8,21,45,45,31,22,20,16,11,39,51,54,40,23,38,10,63,39,2,31,54,51,49,25,21,20,56,27,35,22,14,52,15,0,28,5,49,5,34,10,27,60,3,8,29,7,50,24,48,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00239,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,15,10,1,1,2,2,14,13,1,5,1,8,10,4,3,9,13,5,12,51,23,18,0,22,1,36,1,64,6,32,45,53,18,38,60,17,24,51,27,12,56,0,7,16,43,58,55,1,22,51,0,49,28,49,14,13,25,20,29,53,54,60,37,29,49,0,23,36,13,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00240,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,15,10,1,170,14,10,10,12,9,13,6,10,3,8,13,1,15,1,6,23,57,63,59,21,51,54,8,15,53,38,20,1,28,19,45,9,57,37,8,48,44,31,62,35,13,21,58,12,16,51,56,57,6,22,27,22,20,22,7,26,53,46,44,16,59,57,1,49,14,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00241,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,15,10,1,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,44,47,1,40,39,39,40,64,21,43,42,50,60,47,10,23,19,7,52,43,60,20,35,8,61,30,7,20,33,26,60,15,51,51,0,18,22,30,15,61,42,23,37,18,31,62,53,6,55,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00242,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,15,10,170,1,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,40,18,8,1,50,14,45,19,28,9,45,46,63,18,22,33,64,28,42,51,3,37,64,28,29,37,17,31,12,7,11,2,46,53,16,33,8,37,39,42,64,51,23,58,41,28,47,50,55,46,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00243,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,15,10,170,170,11,7,1,9,0,5,7,5,7,1,7,4,5,0,15,23,28,9,35,50,42,10,11,29,11,32,45,5,13,55,35,56,30,63,20,19,61,17,44,59,7,27,56,45,11,55,9,31,11,51,57,59,42,64,25,30,16,4,44,29,24,23,64,29,5,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00244,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,15,10,170,255,2,1,5,12,0,4,4,15,0,13,15,14,7,12,15,9,50,40,11,37,39,36,51,12,32,64,56,26,2,38,13,32,56,52,43,51,16,7,63,27,17,23,29,26,23,8,1,2,26,48,61,33,51,32,18,35,38,22,53,64,22,31,33,59,36,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00245,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,15,10,255,1,9,10,12,8,15,15,4,2,4,3,6,9,15,0,3,32,61,11,11,58,32,4,53,33,58,27,0,25,63,9,32,27,36,16,16,20,16,23,19,16,30,40,8,27,50,40,39,1,48,47,24,29,58,24,15,57,11,56,61,59,47,8,42,21,1,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00246,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,15,10,255,170,6,14,15,3,2,15,11,12,5,14,2,6,13,14,2,48,58,32,12,24,32,33,36,39,18,20,23,23,42,54,37,23,62,28,10,16,24,43,48,11,61,62,31,6,51,4,13,10,7,26,33,5,27,42,1,52,16,47,54,50,13,41,29,52,30,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00247,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,15,10,255,255,1,13,7,4,7,5,2,8,7,14,11,6,6,12,12,18,11,58,3,24,45,64,45,4,26,6,16,57,9,18,52,24,27,17,40,24,9,36,63,7,20,58,16,56,30,56,57,36,49,3,62,36,20,34,49,51,13,35,12,54,7,19,36,24,0,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00248,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,15,15,1,1,2,13,10,5,2,10,5,4,2,7,6,6,8,10,8,36,12,55,13,60,26,30,48,37,52,57,47,56,24,5,28,37,34,11,7,20,13,62,45,46,17,54,18,32,55,40,11,26,45,44,37,10,14,50,33,31,40,31,31,20,18,39,31,0,52,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00249,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,15,15,1,170,6,9,10,8,12,8,15,2,5,2,7,14,12,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00250,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,15,15,1,255,8,6,10,1,13,11,13,15,10,11,10,7,11,6,13,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00251,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,15,15,170,1,5,14,12,15,7,14,14,1,12,12,15,2,1,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00252,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,15,15,170,170,2,3,1,2,3,13,8,12,6,12,9,8,7,14,6,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00253,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,15,15,170,255,5,6,2,11,8,6,2,4,6,15,12,14,13,3,7,10,12,22,1,16,16,50,25,60,21,42,61,50,7,42,25,6,44,13,4,11,40,27,16,51,33,29,30,30,7,16,41,39,36,35,49,8,21,50,42,16,60,9,12,46,19,35,58,28,5,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00254,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,15,15,255,1,3,11,13,7,11,11,6,14,11,3,7,4,4,14,5,1,63,33,40,16,28,45,15,5,45,44,38,20,10,52,23,16,1,35,54,41,64,31,19,60,41,3,52,40,12,40,12,8,38,45,48,12,26,1,44,6,9,15,63,18,31,30,30,15,0,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00255,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,15,15,255,170,7,5,2,13,0,8,8,5,14,10,1,13,5,5,10,24,46,0,15,14,48,62,54,33,12,15,3,50,12,21,33,40,51,4,47,19,47,27,44,31,64,45,43,40,50,12,40,7,45,58,30,9,20,53,4,49,32,10,33,27,54,63,11,60,56,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00256,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,15,15,255,255,13,2,1,4,15,7,2,10,6,13,14,9,11,1,13,55,21,3,30,14,52,26,40,22,0,43,35,50,61,43,61,37,26,58,43,49,23,42,42,17,36,63,36,33,16,49,59,28,16,54,1,32,54,30,15,33,39,51,49,26,56,30,61,25,21,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00257,1,1952,573,1403,1305,991,1194,3296,2804,2851,40,211,0,191,15,8,3,21,36,6,4,3,11,1,1,6,5,10,1,9,12,8,7,14,13,22,41,30,28,36,61,26,31,11,40,51,16,46,59,0,18,27,52,4,55,60,53,32,28,17,9,52,46,0,23,31,33,53,15,63,3,24,47,31,14,5,48,5,27,59,31,27,5,21,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00258,0,3581,3389,3169,1312,2612,3400,943,3944,417,152,49,2,24,1,4,1,145,109,3,13,2,5,2,12,7,9,6,14,15,0,15,9,5,5,24,49,16,62,44,19,59,41,32,8,1,49,32,8,55,61,1,4,5,37,19,50,56,9,7,50,62,26,10,36,10,27,40,6,18,46,22,16,35,62,26,17,21,40,29,11,63,61,36,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00259,1,1075,2363,421,2150,383,284,2752,1500,1034,223,60,2,141,14,1,1,9,154,7,3,13,0,7,5,13,2,14,0,9,0,12,13,1,13,1,40,35,57,62,19,6,52,41,10,29,14,41,41,0,53,5,47,16,29,32,45,51,63,10,22,58,10,25,34,2,28,28,36,23,7,17,7,10,49,1,33,20,52,44,27,13,2,10,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00260,1,3739,124,553,185,3776,3225,847,591,2377,161,63,1,131,2,5,8,203,73,9,3,15,15,5,8,0,2,13,5,14,11,4,10,12,9,14,35,46,55,57,62,50,7,26,12,0,31,27,8,45,10,32,47,32,57,20,14,8,41,44,35,10,25,60,28,37,35,52,46,21,41,47,5,40,36,40,24,51,16,21,45,14,4,8,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00261,0,1296,2866,4035,1781,484,3914,3928,1846,3193,178,10,1,148,8,8,6,185,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,26,63,53,57,10,21,48,42,25,24,53,21,64,53,31,34,28,2,56,30,34,26,14,10,44,50,51,37,18,15,14,1,36,19,27,43,38,16,34,59,36,63,41,26,38,64,31,12,55,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00262,0,2900,921,959,1183,3409,3180,325,1970,2412,178,70,0,223,14,5,4,171,131,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,29,16,51,11,63,47,63,52,39,52,45,38,57,46,8,30,43,29,40,48,33,38,55,17,36,11,13,38,50,20,2,7,32,14,9,47,50,32,23,10,31,8,2,64,16,23,47,48,19,4,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00263,0,531,3295,515,2521,198,157,3491,1311,1299,21,161,0,223,14,15,2,18,123,10,14,5,4,11,10,11,9,7,15,15,13,11,6,12,16,14,55,2,4,26,20,21,25,46,44,62,2,4,3,49,12,16,36,21,53,43,8,48,1,40,26,51,42,1,36,63,47,8,64,26,52,37,40,24,41,9,0,62,46,46,29,14,38,8,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00264,1,3003,2272,1474,3958,3063,93,838,2684,663,98,56,2,80,3,1,5,146,215,0,5,1,13,13,15,10,15,15,9,8,15,12,11,14,25,2,5,62,6,19,6,1,27,32,24,49,1,52,49,49,53,43,53,8,29,26,24,58,24,6,0,48,29,24,20,11,40,58,24,21,5,47,31,2,19,20,55,48,7,5,29,55,23,33,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00265,1,174,1105,374,3211,813,3268,3996,1694,1123,91,83,1,8,9,11,14,15,82,7,13,5,1,1,13,8,14,9,14,7,6,13,12,5,53,47,37,33,61,35,54,54,41,21,12,6,35,31,44,11,0,63,54,31,7,26,13,26,43,13,54,58,54,11,8,25,10,40,10,39,15,17,18,25,16,23,53,54,7,45,4,55,50,11,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00266,0,3456,612,2481,3717,3265,2615,1035,3202,3614,174,2,0,93,6,14,9,187,196,0,10,2,10,6,5,0,14,4,12,1,0,0,6,5,23,24,44,4,57,5,55,55,3,54,3,54,37,48,36,45,35,4,28,35,61,56,60,58,0,21,5,21,44,8,1,60,46,43,44,32,41,47,39,24,23,52,0,44,6,27,48,49,59,16,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00267,0,608,4020,3441,3793,476,3287,2969,592,1651,224,86,2,208,13,4,5,107,192,3,0,7,9,2,1,11,11,15,8,7,15,12,0,11,28,59,37,15,10,8,23,18,23,63,46,22,37,7,48,13,26,5,49,49,27,40,61,35,40,55,44,60,11,14,34,20,52,4,54,31,8,52,49,39,17,49,0,12,27,14,53,45,62,40,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00268,0,1825,2714,1060,1565,1762,783,2888,1221,736,102,33,2,173,15,10,13,212,43,8,1,14,8,10,5,3,1,7,3,13,3,5,14,9,21,24,25,41,43,57,47,9,13,8,49,26,60,45,59,38,61,3,11,12,19,52,54,8,49,33,10,31,15,33,32,44,0,25,47,1,55,31,7,59,59,44,59,2,2,60,12,13,37,8,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00269,1,2274,2096,2664,2628,1120,329,488,2953,3955,20,172,0,74,5,15,2,199,161,11,8,3,15,14,15,12,10,10,9,9,4,7,9,10,31,41,53,16,9,34,58,29,2,54,57,59,57,11,63,50,40,42,5,21,8,34,10,19,10,12,15,45,12,15,55,43,13,1,14,29,58,1,15,4,37,34,7,55,25,43,13,42,63,47,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00270,0,611,3871,4066,1278,3687,2143,3329,3328,986,6,107,1,62,14,4,9,241,135,4,13,7,9,10,10,15,11,5,1,10,8,0,6,7,12,21,39,0,41,5,29,53,62,1,60,30,0,63,12,1,39,28,44,7,64,8,54,22,28,49,47,18,13,8,53,28,41,2,34,56,25,54,0,47,49,10,55,32,15,44,10,1,12,21,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00271,1,2083,3739,1608,4055,1199,2200,3126,3740,3070,29,51,1,143,3,7,12,28,176,7,2,15,5,6,12,9,14,10,13,10,7,15,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00272,0,3622,3592,2214,887,2200,2727,1327,800,1084,44,0,0,73,8,6,2,26,66,5,11,14,4,2,13,13,4,7,11,8,11,10,3,3,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00273,0,789,2748,423,2320,3433,2864,3397,1959,2299,21,225,2,154,2,11,3,2,129,11,0,13,0,7,2,12,0,1,7,14,3,12,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00274,1,2630,1880,1027,713,2656,1277,2303,2170,3315,219,44,2,170,13,2,10,235,48,6,13,3,4,2,11,13,10,6,13,1,13,11,8,10,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00275,1,300,2853,3551,2487,3510,2274,1849,2671,4014,174,53,0,195,3,8,8,36,111,15,3,3,3,10,9,5,0,14,2,12,14,0,0,8,17,40,58,42,9,39,59,5,21,43,19,52,55,45,27,0,63,39,8,6,26,34,58,49,33,17,3,14,40,41,37,14,12,27,57,59,14,59,43,11,41,11,36,43,24,43,7,1,40,41,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00276,1,767,3827,2923,1295,3653,1847,2046,3818,3211,48,58,1,200,4,14,4,53,142,0,10,13,8,0,2,9,14,7,13,11,10,3,0,4,59,44,32,10,22,8,18,62,58,45,29,22,13,14,23,26,47,44,49,2,35,34,63,4,20,6,38,60,22,26,64,10,20,61,21,1,26,29,25,55,52,23,54,10,42,2,20,56,41,42,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00277,1,2594,3473,847,1885,2033,2952,415,2702,759,184,64,1,85,1,4,4,63,253,0,8,13,0,1,3,3,3,14,1,15,13,3,15,9,61,11,57,27,26,24,20,18,58,54,50,23,51,13,46,38,11,19,41,63,31,2,62,29,7,10,10,45,30,55,5,44,3,6,63,33,31,23,37,4,12,57,13,8,38,17,0,18,31,61,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00278,0,2278,3457,649,1388,51,2223,260,3639,2938,98,188,1,19,1,9,12,198,213,10,8,13,0,12,14,12,13,12,8,11,5,8,2,2,32,55,48,58,17,47,42,1,37,64,17,16,34,11,36,38,32,53,51,48,26,36,16,53,35,33,6,11,11,19,44,48,2,39,62,19,2,59,61,53,21,6,0,0,45,51,7,52,3,45,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00279,0,3479,3953,2579,3378,3584,3837,3637,2503,1813,233,209,0,174,12,11,9,169,56,1,6,6,13,8,10,5,0,6,1,5,2,12,10,14,52,56,12,4,49,17,17,33,63,25,54,8,10,0,64,63,34,50,28,63,36,5,17,56,14,5,7,59,11,46,6,24,53,9,30,53,44,6,7,59,13,12,9,12,61,50,41,28,27,22,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00280,1,1344,2170,179,2847,2606,3451,1410,2044,3432,118,206,2,220,14,2,11,82,3,2,8,4,7,15,13,14,7,11,9,11,3,9,7,8,41,6,11,10,32,4,0,26,26,37,12,7,10,2,19,9,53,20,4,29,34,24,49,30,18,61,45,47,25,38,8,42,14,10,29,37,37,34,52,24,37,63,63,17,33,31,15,56,48,37,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00281,0,2158,69,3153,3509,2804,1859,482,1782,3003,107,139,2,166,11,4,9,5,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,1,0,30,45,27,31,32,45,2,26,23,63,7,56,20,45,60,62,9,38,42,49,46,17,10,62,26,0,43,62,16,57,14,51,16,0,41,34,10,28,32,41,61,28,5,56,58,18,63,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00282,0,3399,1651,2339,2612,1559,256,1839,1306,2423,112,163,0,111,5,15,9,94,191,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,8,54,48,51,27,53,4,48,43,45,11,32,25,43,55,45,31,18,32,3,0,46,12,43,19,39,12,14,64,6,20,61,41,5,49,63,14,55,12,49,30,2,34,61,0,60,10,28,10,56,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00283,0,1962,2078,86,388,870,1574,3267,3341,2429,158,219,0,212,7,11,13,33,56,1,9,14,10,9,3,0,5,3,7,1,9,5,0,9,32,1,11,45,40,53,23,61,30,46,8,54,63,29,26,55,45,6,17,50,31,59,15,23,37,44,23,2,21,44,27,34,54,42,39,59,30,40,19,48,35,54,9,51,45,50,29,10,35,25,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00284,0,1631,31,3952,2783,2121,1608,874,2907,105,101,194,2,74,15,4,10,116,193,10,13,6,9,6,4,9,15,0,4,7,9,9,12,5,44,62,13,2,61,40,47,42,60,15,34,27,18,36,48,43,7,53,4,49,55,14,8,40,62,51,23,49,10,20,20,55,17,0,54,32,52,49,15,64,6,47,8,13,13,62,60,17,37,27,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00285,1,1453,2929,1069,1760,2967,2226,2503,4087,3704,109,20,2,178,2,7,8,76,32,9,4,7,0,0,13,11,13,4,9,4,4,13,7,13,48,41,38,64,43,64,8,34,2,22,9,0,18,15,62,13,58,30,58,4,16,18,22,50,9,12,57,24,38,14,38,52,42,51,3,56,16,22,44,43,28,34,11,47,38,26,38,38,13,18,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00286,1,1700,2155,3527,3529,3185,873,317,1258,3470,9,49,2,124,14,2,5,168,124,8,3,0,8,2,0,10,2,14,11,8,4,7,2,0,14,17,24,4,45,36,0,43,57,12,35,19,4,27,52,5,51,25,32,27,29,24,39,32,56,61,33,58,55,42,54,36,12,48,25,7,33,19,19,63,51,6,34,27,26,45,40,34,9,55,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00287,1,1088,2472,2914,318,1846,1509,2523,3791,881,190,226,0,166,13,4,11,204,143,2,14,4,13,2,4,3,9,13,2,15,13,4,0,1,29,1,20,27,7,60,43,51,43,45,10,6,4,29,20,20,9,53,28,36,28,35,14,50,6,1,51,63,43,50,64,35,64,26,2,35,3,44,59,4,24,28,17,30,28,12,62,41,62,51,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00288,0,3233,2349,1250,2514,2459,2808,3794,118,3871,79,74,0,141,5,2,6,145,63,7,3,5,3,12,12,15,11,8,0,6,5,1,11,12,64,38,33,14,42,64,18,11,63,40,6,28,1,42,12,61,59,2,8,40,39,31,4,5,27,62,19,8,41,15,50,13,35,44,37,3,57,51,53,43,44,14,41,37,6,45,56,28,20,39,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00289,0,931,1503,2158,966,3574,424,959,1454,470,198,233,1,238,6,9,12,185,40,2,9,0,7,5,5,4,6,1,2,8,7,0,12,5,49,59,40,14,24,13,43,13,13,55,63,47,23,36,56,16,37,55,12,13,64,50,12,0,16,63,40,18,34,2,18,7,46,48,26,42,45,26,7,51,41,23,52,57,1,18,32,10,54,17,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00290,1,2607,3091,2345,3257,1064,3414,1075,549,3575,246,192,2,124,15,6,14,180,180,8,6,7,14,0,5,7,15,4,12,15,12,10,9,7,32,31,42,36,42,1,25,2,8,9,36,48,64,37,42,31,61,29,11,25,11,17,36,62,28,0,44,49,9,40,20,15,40,16,14,54,4,23,44,2,27,47,42,35,64,21,21,16,57,51,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00291,0,3972,355,2528,426,911,1591,2031,1738,3983,5,201,1,188,15,6,11,122,10,2,0,13,4,3,9,0,1,11,3,1,1,7,5,13,12,57,3,33,56,33,8,47,61,63,26,15,41,43,51,49,1,5,32,30,58,51,51,56,25,52,2,37,15,15,25,15,53,46,31,27,34,63,29,42,10,46,16,23,7,10,17,21,12,60,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00292,1,445,1056,2109,2578,2257,1781,457,1567,3984,42,133,2,9,6,13,13,48,4,4,2,6,9,15,1,2,0,14,5,3,3,15,2,9,10,61,30,5,44,12,22,51,44,12,64,31,23,56,48,41,48,41,19,49,4,52,18,48,39,11,28,47,50,47,61,0,44,17,61,54,56,41,61,2,57,44,47,32,40,12,46,52,12,4,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00293,0,1773,3498,1232,2837,2143,1452,1446,2157,878,40,69,0,158,8,7,8,67,204,7,1,13,15,1,5,13,0,2,13,15,4,10,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00294,1,1443,2032,2314,3076,568,3560,3294,702,2664,52,29,1,208,3,6,15,73,212,2,7,13,12,13,7,10,15,12,5,5,4,6,8,15,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00295,1,1901,1403,2610,2976,383,3579,1666,2305,1847,71,190,1,109,14,3,9,49,238,7,3,0,0,5,3,3,8,3,7,2,0,2,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00296,1,3473,505,974,315,2767,3593,2078,3233,1409,0,122,0,106,5,12,15,73,213,15,4,0,14,8,1,14,14,1,8,9,13,12,8,10,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00297,0,1207,2836,1423,3875,1435,693,2065,117,2169,221,217,0,127,8,12,11,198,32,15,6,15,8,0,15,4,13,0,1,13,15,6,3,5,18,19,19,27,33,44,36,36,43,11,4,48,6,24,14,46,57,3,11,34,39,33,56,35,24,53,6,6,64,62,1,28,53,55,3,62,50,56,34,41,0,46,27,30,53,31,13,54,48,26,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
